=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:14:27,664] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 446 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 446 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,794] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 492 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 474 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 474 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 492 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 492 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 492 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,939] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 465 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 465 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 472 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 472 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 472 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 472 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 457 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 457 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 470 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 470 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,940] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 458 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 458 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:29,941] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 486 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 486 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 477 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 477 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,078] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 484 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 469 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 469 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 482 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 482 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 470 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 470 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,079] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 476 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 499 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 499 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 476 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 476 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 476 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 489 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 489 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 497 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 497 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 497 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 497 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,212] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 481 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 481 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 495 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 495 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 482 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 482 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,213] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 468 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 468 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 468 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,350] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 468 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 494 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 494 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,351] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,352] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,352] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,352] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 495 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,352] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 495 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,352] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,352] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (0, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (0, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (0, 16) |Resource | wood | 800 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (0, 17) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (1, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (1, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (1, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (1, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (1, 16) |Resource | wood | 460 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (3, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (3, 2) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (3, 21) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (3, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (4, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (4, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (4, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (4, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (5, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (5, 1) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,467] CRITICAL: Unknown resource Cell (5, 22) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (5, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (12, 11) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (12, 12) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (13, 11) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (13, 12) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (15, 0) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (15, 23) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (22, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (22, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (22, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (22, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (23, 8) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (23, 9) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (23, 10) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (23, 13) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (23, 14) |Resource | wood | 500 |Road: 0 |, wood, wood, True
[2021-09-23 20:14:30,468] CRITICAL: Unknown resource Cell (23, 15) |Resource | wood | 500 |Road: 0 |, wood, wood, True
