=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:07:50,984] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE18E790> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE17FDF0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE17FD30> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE17FBB0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE17FD00> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE17FCD0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE17FE20> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE17FC10> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3D42B0> |Road: 0 |
[2021-09-23 20:07:54,018] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3D4100> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3C38E0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3C3940> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3C3850> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3C3AC0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3C3910> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3C3B80> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3C3A90> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3C3D00> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3C3B50> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3C3F40> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3C3D90> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3C3FA0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE18FA00> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE18F310> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3D4A30> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3D4880> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3D4A90> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3D4A00> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3D4B50> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3D4AC0> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3D4CD0> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3D4C40> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3D4D90> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3D4E80> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3D4F40> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3C2070> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3DB280> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3DB220> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE18F550> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE18FAC0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE18F160> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE18F0D0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE18FFA0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE18F130> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3BDEB0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3BDC70> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3BDC40> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3BD9D0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3BDCD0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3BDA60> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3BD910> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3BDA90> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3DB8B0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3DB970> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3DBAF0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3DBB80> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3DBBB0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3DBC40> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3DBD30> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3DBDC0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3DBDF0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3D1070> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3BC0D0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3BC0A0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3BC2E0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3BC310> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3BD400> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3BD6D0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3BD7F0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3BDCA0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3BDDC0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3BDEE0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE188430> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE1889D0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE188340> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE188A00> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE188DC0> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE188D90> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE188970> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE188E50> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3BCA60> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3BCA90> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3BCBB0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3BCC10> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3BCC70> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3BCCD0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3BCDF0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3BCE50> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3BCEB0> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3B70A0> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3B70D0> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3B71C0> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3B7310> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3B7400> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE188550> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE1883D0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE1889A0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE1884F0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3CB130> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3CB1F0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3CB1C0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3CB370> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3CB280> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3CB5B0> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3CB4C0> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3CB670> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3CB700> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3CB8B0> |Road: 0 |
[2021-09-23 20:07:54,649] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3B7A90> |Road: 0 |
[2021-09-23 20:07:54,649] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3B7B80> |Road: 0 |
[2021-09-23 20:07:54,649] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3B7BB0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3B7D00> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3B7C70> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3B7DC0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3B7DF0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3B7F40> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3B7EB0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE197CD0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE1976D0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE197D90> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE197DC0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE1979A0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3CBE80> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3CBFA0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3C6040> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3B51F0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3B50A0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3B52B0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3B5220> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3B5430> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3B52E0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3B5670> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3B5520> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3B5730> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3B5760> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3B5970> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE197220> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE197130> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE197FA0> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE197BE0> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE197610> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE1978B0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE197FD0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE197F40> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE197B80> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE195EB0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE195B50> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE195FD0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3DE1F0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3DE1C0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3B5EE0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3B5F10> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE187490> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE187400> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE1876D0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE187370> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE187340> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE187250> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE187940> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE187A30> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE1877C0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE187B50> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE187BE0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE187EB0> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE3DE970> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3DE940> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3DE9D0> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3DEAC0> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3DEA90> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3DEB80> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x0000015BBE3DEC10> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x0000015BBE3DED00> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x0000015BBE3DECD0> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x0000015BBE3DEF40> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x0000015BBE3DEF10> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x0000015BBE3DEFA0> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x0000015BBE3BF4F0> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x0000015BBE3BFF70> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x0000015BBE1875B0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x0000015BBE3C9100> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x0000015BBE3C90A0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x0000015BBE3C9190> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x0000015BBE3C9160> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x0000015BBE3C9250> |Road: 0 |
