=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:07:51,187] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74906E790> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492A2B80> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492A2F70> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492A2DC0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492A2FA0> |Road: 0 |
[2021-09-23 20:07:54,108] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D74906FA00> |Road: 0 |
[2021-09-23 20:07:54,109] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D74906F310> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492BBA30> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492BB880> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492BBA90> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492BBA00> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492BBB50> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492BBAC0> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492BBCD0> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492BBC40> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492BBD90> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492BBE80> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492BBF40> |Road: 0 |
[2021-09-23 20:07:54,161] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492B0040> |Road: 0 |
[2021-09-23 20:07:54,162] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D74929C280> |Road: 0 |
[2021-09-23 20:07:54,162] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D74929C220> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74906F550> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74906FAC0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74906F160> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74906F0D0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74906FFA0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74906F130> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74929DEB0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74929DC70> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D74929DC40> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D74929D9D0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D74929DCD0> |Road: 0 |
[2021-09-23 20:07:54,233] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D74929DA60> |Road: 0 |
[2021-09-23 20:07:54,234] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D74929D910> |Road: 0 |
[2021-09-23 20:07:54,234] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D74929DA90> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74929C8B0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74929C970> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74929CAF0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74929CB80> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74929CBB0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74929CC40> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74929CD30> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74929CDC0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D74929CDF0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492B1070> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492980D0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492980A0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492982E0> |Road: 0 |
[2021-09-23 20:07:54,317] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749298310> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74929D400> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74929D6D0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74929D7F0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74929DCA0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74929DDC0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74929DEE0> |Road: 0 |
[2021-09-23 20:07:54,402] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749068430> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7490689D0> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749068340> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749068A00> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D749068DC0> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749068D90> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D749068970> |Road: 0 |
[2021-09-23 20:07:54,403] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749068E50> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D749298A60> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D749298A90> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D749298BB0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749298C10> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D749298C70> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D749298CD0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749298DF0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D749298E50> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749298EB0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492970A0> |Road: 0 |
[2021-09-23 20:07:54,455] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492970D0> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492971C0> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D749297310> |Road: 0 |
[2021-09-23 20:07:54,456] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749297400> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D749068550> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7490683D0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7490689A0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7490684F0> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492AB130> |Road: 0 |
[2021-09-23 20:07:54,552] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492AB1F0> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492AB1C0> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492AB370> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492AB280> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492AB5B0> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492AB4C0> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492AB670> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492AB700> |Road: 0 |
[2021-09-23 20:07:54,553] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492AB8B0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D749297A90> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D749297B80> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D749297BB0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749297D00> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D749297C70> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D749297DC0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749297DF0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D749297F40> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749297EB0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749077CD0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7490776D0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749077D90> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D749077DC0> |Road: 0 |
[2021-09-23 20:07:54,650] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7490779A0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492ABE80> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492ABFA0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492A50A0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492962B0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D749296100> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D749296370> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749296280> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492964F0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749296340> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749296730> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D749296580> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492967F0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492967C0> |Road: 0 |
[2021-09-23 20:07:54,747] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749296A30> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D749077220> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D749077130> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D749077FA0> |Road: 0 |
[2021-09-23 20:07:54,844] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749077BE0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D749077610> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7490778B0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749077FD0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D749077F40> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749077B80> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749075EB0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D749075B50> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749075FD0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492BE1C0> |Road: 0 |
[2021-09-23 20:07:54,845] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492BE190> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D749296F40> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D749296FA0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D749067490> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D749067400> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7490676D0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D749067370> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D749067340> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D749067250> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D749067940> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D749067A30> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7490677C0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D749067B50> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D749067BE0> |Road: 0 |
[2021-09-23 20:07:54,934] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D749067EB0> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492BE940> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492BE910> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492BEA30> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492BEA90> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492BEAF0> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492BEB50> |Road: 0 |
[2021-09-23 20:07:54,993] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492BEC70> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492BECD0> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492BED30> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492BEF10> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492BEF70> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492BEFA0> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D74929F4F0> |Road: 0 |
[2021-09-23 20:07:54,994] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D74929FF70> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7490675B0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D7492A9100> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D7492A90A0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D7492A9190> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D7492A9160> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D7492A9250> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D7492A92E0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D7492A93D0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D7492A93A0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D7492A9610> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D7492A95E0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D7492A96D0> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492A9820> |Road: 0 |
[2021-09-23 20:07:55,046] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492A9910> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D74929CA00> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74929FEE0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 14) |<lux.game_map.Resource object at 0x000001D74929F430> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (3, 15) |<lux.game_map.Resource object at 0x000001D74929F9A0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 0) |<lux.game_map.Resource object at 0x000001D74929F220> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 2) |<lux.game_map.Resource object at 0x000001D74929F490> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 13) |<lux.game_map.Resource object at 0x000001D74929F070> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (4, 15) |<lux.game_map.Resource object at 0x000001D74929F100> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (9, 2) |<lux.game_map.Resource object at 0x000001D74929F2B0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (9, 13) |<lux.game_map.Resource object at 0x000001D74929FE20> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 0) |<lux.game_map.Resource object at 0x000001D74929FB80> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 1) |<lux.game_map.Resource object at 0x000001D74929F7F0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 14) |<lux.game_map.Resource object at 0x000001D7492B50A0> |Road: 0 |
[2021-09-23 20:07:55,143] CRITICAL: Unknown resource Cell (10, 15) |<lux.game_map.Resource object at 0x000001D7492B5100> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 0) |<lux.game_map.Resource object at 0x000001D7492A9FD0> |Road: 0 |
[2021-09-23 20:07:55,220] CRITICAL: Unknown resource Cell (3, 1) |<lux.game_map.Resource object at 0x000001D74905FE20> |Road: 0 |
